Day,SPY_Price,SPY_Return,VIX_Level,VIX_Return,Is_Spike,Baseline_Invested_Today,Baseline_Shares,Baseline_Equity,Strategy_Invested_Today,Strategy_Shares,Strategy_Equity,Excess_Return_Dollars
11.02.2021,89.11,0.0127,36.63,-7.6989,0,0.0,0.0,897.47,0.0,0.0,726.39,-171.08
12.02.2021,88.92,-0.0022,35.06,-4.3019,0,0.0,0.0,895.5,0.0,0.0,720.39,-175.12
15.02.2021,88.59,-0.0037,36.07,2.8808,1,0.0,0.0,892.23,0.0,0.0,710.39,-181.84
16.02.2021,89.92,0.0149,34.12,-5.3913,0,0.0,0.0,905.56,0.0,0.0,751.13,-154.43
17.02.2021,88.64,-0.0142,34.54,1.2215,1,0.0,0.0,892.69,0.0,0.0,711.79,-180.9
18.02.2021,88.76,0.0014,33.67,-2.5269,0,0.0,0.0,893.94,0.0,0.0,715.59,-178.34
19.02.2021,90.29,0.0172,31.87,-5.332,0,0.0,0.0,909.35,0.0,0.0,762.72,-146.63
22.02.2021,92.02,0.0191,27.22,-14.5813,0,0.0,0.0,926.73,0.0,0.0,815.85,-110.88
23.02.2021,90.68,-0.0145,29.68,9.016,1,0.0,0.0,913.26,0.0,0.0,774.68,-138.59
24.02.2021,88.99,-0.0187,34.36,15.7914,1,0.0,0.0,896.19,0.0,0.0,722.47,-173.71
25.02.2021,89.52,0.006,31.26,-9.0478,0,0.0,0.0,901.52,0.0,0.0,738.78,-162.74
26.02.2021,89.97,0.005,31.53,0.868,1,0.0,0.0,906.07,0.0,0.0,752.69,-153.38
01.03.2021,89.9,-0.0008,30.29,-3.9215,0,0.0,0.0,905.35,0.0,0.0,750.5,-154.86
02.03.2021,89.74,-0.0017,30.23,-0.203,0,500.0,0.0,1403.83,0.0,0.0,1245.84,-157.99
03.03.2021,88.82,-0.0103,31.31,3.5793,1,0.0,0.0,1389.39,0.0,0.0,1217.43,-171.97
04.03.2021,90.02,0.0135,29.68,-5.2051,0,0.0,0.0,1408.18,0.0,0.0,1254.4,-153.78
05.03.2021,90.55,0.0058,29.4,-0.9546,0,0.0,0.0,1416.36,0.0,0.0,1270.5,-145.86
08.03.2021,91.98,0.0158,27.31,-7.1015,0,0.0,0.0,1438.77,0.0,0.0,1314.61,-124.16
09.03.2021,90.11,-0.0203,30.6,12.0505,1,0.0,0.0,1409.62,0.0,0.0,1257.23,-152.39
10.03.2021,88.05,-0.023,32.86,7.3687,1,0.0,0.0,1377.25,0.0,0.0,1193.52,-183.73
11.03.2021,89.04,0.0113,32.58,-0.8539,0,0.0,0.0,1392.85,0.0,0.0,1224.23,-168.62
12.03.2021,90.03,0.0111,29.81,-8.5007,0,0.0,0.0,1408.29,0.0,0.0,1254.61,-153.68
15.03.2021,90.31,0.0031,28.02,-5.9763,0,0.0,0.0,1412.6,0.0,0.0,1263.1,-149.5
16.03.2021,92.75,0.0271,25.63,-8.5403,0,0.0,0.0,1450.92,0.0,0.0,1338.52,-112.4
17.03.2021,89.11,-0.0393,26.17,2.1139,1,0.0,0.0,1393.9,0.0,0.0,1226.29,-167.61
18.03.2021,89.19,0.0009,26.38,0.8028,0,0.0,0.0,1395.22,0.0,0.0,1228.88,-166.33
19.03.2021,90.12,0.0104,24.21,-8.2354,0,0.0,0.0,1409.72,0.0,0.0,1257.42,-152.29
22.03.2021,89.83,-0.0032,25.12,3.751,0,0.0,0.0,1405.22,0.0,0.0,1248.57,-156.65
23.03.2021,90.28,0.005,24.38,-2.9606,0,0.0,0.0,1412.24,0.0,0.0,1262.4,-149.84
24.03.2021,90.87,0.0065,24.25,-0.5303,0,0.0,0.0,1421.49,0.0,0.0,1280.6,-140.89
25.03.2021,91.01,0.0015,25.25,4.1317,0,0.0,0.0,1423.58,0.0,0.0,1284.71,-138.87
26.03.2021,91.06,0.0006,24.79,-1.8228,0,0.0,0.0,1424.43,0.0,0.0,1286.39,-138.04
29.03.2021,91.19,0.0014,24.28,-2.033,0,0.0,0.0,1426.4,0.0,0.0,1290.27,-136.13
30.03.2021,89.78,-0.0155,26.17,7.7829,1,0.0,0.0,1404.35,0.0,0.0,1246.86,-157.49
31.03.2021,90.62,0.0093,25.32,-3.2798,0,500.0,0.0,1917.45,0.0,0.0,1772.64,-144.81
01.04.2021,90.6,-0.0002,25.59,1.0691,0,0.0,0.0,1917.14,0.0,0.0,1772.2,-144.95
02.04.2021,91.83,0.0136,24.19,-5.4741,0,0.0,0.0,1943.16,0.0,0.0,1810.06,-133.11
05.04.2021,90.71,-0.0122,25.43,5.159,0,0.0,0.0,1919.43,0.0,0.0,1775.53,-143.9
06.04.2021,91.77,0.0117,24.85,-2.3024,0,0.0,0.0,1941.81,0.0,0.0,1808.08,-133.72
07.04.2021,92.38,0.0067,23.98,-3.4814,0,0.0,0.0,1954.8,0.0,0.0,1826.98,-127.81
08.04.2021,92.75,0.004,21.52,-10.2641,0,0.0,0.0,1962.59,0.0,0.0,1838.33,-124.26
09.04.2021,92.06,-0.0074,24.96,16.0027,1,0.0,0.0,1948.09,0.0,0.0,1817.22,-130.87
12.04.2021,91.44,-0.0068,25.79,3.3053,0,0.0,0.0,1934.9,0.0,0.0,1798.03,-136.87
13.04.2021,92.35,0.0099,23.17,-10.1772,0,0.0,0.0,1954.09,0.0,0.0,1825.96,-128.13
14.04.2021,93.19,0.0092,21.85,-5.6946,0,0.0,0.0,1972.03,0.0,0.0,1852.06,-119.97
15.04.2021,94.51,0.0141,19.78,-9.4679,0,0.0,0.0,1999.88,0.0,0.0,1892.58,-107.3
16.04.2021,93.47,-0.0111,22.93,15.9378,1,0.0,0.0,1977.76,0.0,0.0,1860.4,-117.36
19.04.2021,93.51,0.0004,21.83,-4.8087,0,0.0,0.0,1978.62,0.0,0.0,1861.64,-116.97
20.04.2021,93.08,-0.0045,22.11,1.2973,0,0.0,0.0,1969.68,0.0,0.0,1848.64,-121.04
21.04.2021,94.89,0.0195,19.15,-13.3789,0,0.0,0.0,2008.0,0.0,0.0,1904.4,-103.61
22.04.2021,95.7,0.0085,19.01,-0.739,0,0.0,0.0,2025.05,0.0,0.0,1929.2,-95.85
23.04.2021,97.48,0.0186,19.94,4.9045,0,0.0,0.0,2062.72,0.0,0.0,1984.01,-78.71
26.04.2021,99.22,0.0179,17.1,-14.2343,0,0.0,0.0,2099.56,0.0,0.0,2037.61,-61.95
27.04.2021,98.66,-0.0057,18.55,8.4252,0,0.0,0.0,2087.66,0.0,0.0,2020.29,-67.36
28.04.2021,98.68,0.0003,19.5,5.1403,0,0.0,0.0,2088.21,0.0,0.0,2021.09,-67.11
29.04.2021,97.96,-0.0074,19.38,-0.5964,0,500.0,0.0,2572.8,0.0,0.0,2498.67,-74.12
30.04.2021,98.19,0.0024,18.6,-4.0377,0,0.0,0.0,2578.9,0.0,0.0,2505.82,-73.07
03.05.2021,99.18,0.01,16.35,-12.0816,0,0.0,0.0,2604.8,0.0,0.0,2536.19,-68.61
04.05.2021,100.87,0.0171,11.96,-26.8568,0,0.0,0.0,2649.36,0.0,0.0,2588.43,-60.94
05.05.2021,100.12,-0.0075,15.67,30.9994,1,0.0,0.0,2629.57,0.0,0.0,2565.23,-64.34
06.05.2021,99.88,-0.0024,16.27,3.834,0,0.0,0.0,2623.32,0.0,0.0,2557.9,-65.42
07.05.2021,101.62,0.0174,12.5,-23.1957,0,0.0,0.0,2668.92,0.0,0.0,2611.35,-57.57
10.05.2021,100.3,-0.0129,15.89,27.1797,1,0.0,0.0,2634.46,0.0,0.0,2570.96,-63.5
11.05.2021,102.2,0.0189,12.93,-18.6157,0,0.0,0.0,2684.27,0.0,0.0,2629.35,-54.92
12.05.2021,99.89,-0.0226,18.02,39.3682,1,0.0,0.0,2623.69,0.0,0.0,2558.33,-65.36
13.05.2021,99.25,-0.0064,18.14,0.6431,0,0.0,0.0,2606.88,0.0,0.0,2538.63,-68.25
14.05.2021,99.51,0.0025,18.4,1.4011,0,0.0,0.0,2613.47,0.0,0.0,2546.35,-67.12
17.05.2021,96.18,-0.0334,22.67,23.2387,1,0.0,0.0,2526.17,0.0,0.0,2444.01,-82.15
18.05.2021,97.19,0.0105,22.97,1.3171,0,0.0,0.0,2552.6,0.0,0.0,2475.0,-77.6
19.05.2021,96.53,-0.0067,22.7,-1.1852,0,0.0,0.0,2535.41,0.0,0.0,2454.85,-80.56
20.05.2021,99.06,0.0262,21.32,-6.0469,0,0.0,0.0,2601.76,0.0,0.0,2532.63,-69.13
21.05.2021,98.31,-0.0076,22.66,6.2766,0,0.0,0.0,2582.11,0.0,0.0,2509.59,-72.52
24.05.2021,97.98,-0.0033,18.85,-16.8006,0,0.0,0.0,2573.52,0.0,0.0,2499.52,-74.0
25.05.2021,97.77,-0.0022,19.57,3.7994,0,0.0,0.0,2567.78,0.0,0.0,2492.79,-74.99
26.05.2021,94.96,-0.0287,22.9,17.0297,1,0.0,0.0,2494.14,0.0,0.0,2406.47,-87.67
27.05.2021,96.09,0.0119,23.54,2.7894,0,0.0,0.0,2523.84,0.0,0.0,2441.28,-82.56
28.05.2021,97.05,0.01,21.26,-9.6888,0,500.0,0.0,3048.98,0.0,0.0,2970.75,-78.23
31.05.2021,96.75,-0.0031,22.02,3.5508,0,0.0,0.0,3039.53,0.0,0.0,2961.49,-78.04
01.06.2021,97.15,0.0041,23.41,6.3179,0,0.0,0.0,3052.02,0.0,0.0,2973.73,-78.29
02.06.2021,97.44,0.003,22.48,-3.9535,0,0.0,0.0,3061.13,0.0,0.0,2982.67,-78.47
03.06.2021,97.76,0.0034,22.59,0.4567,0,0.0,0.0,3071.4,0.0,0.0,2992.72,-78.67
04.06.2021,97.44,-0.0033,23.0,1.8527,0,0.0,0.0,3061.14,0.0,0.0,2982.67,-78.47
07.06.2021,100.3,0.0293,19.39,-15.7042,0,0.0,0.0,3150.93,0.0,0.0,3070.66,-80.27
08.06.2021,100.97,0.0068,17.72,-8.6359,0,0.0,0.0,3172.26,0.0,0.0,3091.57,-80.69
09.06.2021,99.35,-0.0161,22.76,28.4964,1,0.0,0.0,3121.3,0.0,0.0,3041.63,-79.67
10.06.2021,100.98,0.0164,21.15,-7.1043,0,0.0,0.0,3172.47,0.0,0.0,3091.78,-80.7
11.06.2021,101.99,0.01,19.66,-7.03,0,0.0,0.0,3204.29,0.0,0.0,3122.95,-81.33
14.06.2021,100.32,-0.0164,22.7,15.4576,0,0.0,0.0,3151.74,0.0,0.0,3071.46,-80.28
15.06.2021,101.18,0.0086,19.45,-14.3051,0,0.0,0.0,3178.72,0.0,0.0,3097.9,-80.82
16.06.2021,101.4,0.0021,19.35,-0.5414,0,0.0,0.0,3185.54,0.0,0.0,3104.58,-80.96
17.06.2021,100.56,-0.0082,21.23,9.707,0,0.0,0.0,3159.38,0.0,0.0,3078.95,-80.43
18.06.2021,100.09,-0.0047,22.26,4.8634,0,0.0,0.0,3144.54,0.0,0.0,3064.4,-80.14
21.06.2021,101.32,0.0123,24.01,7.8665,0,0.0,0.0,3183.09,0.0,0.0,3102.18,-80.91
22.06.2021,102.19,0.0086,21.84,-9.0381,0,0.0,0.0,3210.54,0.0,0.0,3129.08,-81.46
23.06.2021,103.81,0.0158,19.26,-11.8047,0,0.0,0.0,3261.42,0.0,0.0,3178.95,-82.48
24.06.2021,104.91,0.0106,16.1,-16.4171,0,0.0,0.0,3296.04,0.0,0.0,3212.87,-83.17
25.06.2021,105.88,0.0092,13.59,-15.6083,0,0.0,0.0,3326.51,0.0,0.0,3242.73,-83.78
28.06.2021,104.76,-0.0107,14.15,4.1454,1,500.0,0.0,3791.07,1084.26,0.0,3708.0,-83.07
29.06.2021,103.88,-0.0084,14.66,3.5965,0,0.0,0.0,3759.34,0.0,0.0,3671.93,-87.41
30.06.2021,104.19,0.003,13.73,-6.3076,0,0.0,0.0,3770.76,0.0,0.0,3684.91,-85.85
01.07.2021,104.49,0.0028,13.51,-1.6242,0,0.0,0.0,3781.33,0.0,0.0,3696.93,-84.4
02.07.2021,105.01,0.005,12.17,-9.9167,0,0.0,0.0,3800.1,0.0,0.0,3718.27,-81.83
05.07.2021,105.55,0.0051,11.96,-1.7604,0,0.0,0.0,3819.64,0.0,0.0,3740.48,-79.16
06.07.2021,105.32,-0.0021,11.95,-0.0343,0,0.0,0.0,3811.53,0.0,0.0,3731.26,-80.27
07.07.2021,105.69,0.0035,9.69,-18.8878,0,0.0,0.0,3825.03,0.0,0.0,3746.6,-78.43
08.07.2021,104.77,-0.0087,11.57,19.2972,1,0.0,0.0,3791.59,0.0,0.0,3708.6,-83.0
09.07.2021,105.46,0.0066,9.87,-14.6737,0,0.0,0.0,3816.6,0.0,0.0,3737.03,-79.58
12.07.2021,105.27,-0.0018,11.42,15.7281,1,0.0,0.0,3809.8,0.0,0.0,3729.29,-80.51
13.07.2021,104.18,-0.0104,13.93,22.0126,1,0.0,0.0,3770.07,0.0,0.0,3684.13,-85.94
14.07.2021,101.58,-0.0249,19.88,42.6916,1,0.0,0.0,3676.19,0.0,0.0,3577.41,-98.78
15.07.2021,101.87,0.0028,19.58,-1.5025,0,0.0,0.0,3686.58,0.0,0.0,3589.22,-97.36
16.07.2021,104.43,0.0252,15.38,-21.4468,0,0.0,0.0,3779.36,0.0,0.0,3694.69,-84.67
19.07.2021,105.24,0.0077,12.27,-20.229,0,0.0,0.0,3808.41,0.0,0.0,3727.72,-80.7
20.07.2021,105.08,-0.0015,13.66,11.2993,0,0.0,0.0,3802.83,0.0,0.0,3721.37,-81.46
21.07.2021,104.25,-0.0079,14.31,4.789,0,0.0,0.0,3772.8,0.0,0.0,3687.24,-85.57
22.07.2021,104.26,0.0001,14.5,1.2719,0,0.0,0.0,3773.02,0.0,0.0,3687.49,-85.54
23.07.2021,101.84,-0.0232,16.09,11.0044,1,0.0,0.0,3685.52,0.0,0.0,3588.02,-97.5
26.07.2021,102.66,0.0081,14.97,-6.9617,0,0.0,0.0,3715.3,0.0,0.0,3621.87,-93.43
27.07.2021,102.49,-0.0017,14.93,-0.2703,0,500.0,0.0,4208.96,0.0,0.0,4114.66,-94.3
28.07.2021,102.47,-0.0002,13.96,-6.5216,0,0.0,0.0,4208.23,0.0,0.0,4113.93,-94.3
29.07.2021,103.09,0.0061,13.72,-1.6977,0,0.0,0.0,4233.72,0.0,0.0,4139.46,-94.26
30.07.2021,103.99,0.0087,12.14,-11.4989,0,0.0,0.0,4270.56,0.0,0.0,4176.37,-94.19
02.08.2021,105.29,0.0125,10.82,-10.8633,0,0.0,0.0,4323.99,0.0,0.0,4229.89,-94.1
03.08.2021,105.32,0.0003,9.0,-16.8407,0,0.0,0.0,4325.23,0.0,0.0,4231.13,-94.1
04.08.2021,104.64,-0.0065,11.42,26.9309,1,0.0,0.0,4297.27,0.0,0.0,4203.12,-94.15
05.08.2021,104.55,-0.0009,9.8,-14.2223,0,0.0,0.0,4293.49,0.0,0.0,4199.34,-94.15
06.08.2021,105.35,0.0077,12.33,25.8259,1,0.0,0.0,4326.73,0.0,0.0,4232.64,-94.1
09.08.2021,103.67,-0.016,13.7,11.0861,1,0.0,0.0,4257.64,0.0,0.0,4163.43,-94.21
10.08.2021,105.42,0.0168,9.42,-31.2268,0,0.0,0.0,4329.26,0.0,0.0,4235.16,-94.09
11.08.2021,106.29,0.0083,11.83,25.6319,1,0.0,0.0,4365.28,0.0,0.0,4271.25,-94.03
12.08.2021,108.12,0.0171,10.71,-9.5158,0,0.0,0.0,4440.1,0.0,0.0,4346.2,-93.9
13.08.2021,108.52,0.0037,9.71,-9.3434,0,0.0,0.0,4456.74,0.0,0.0,4362.87,-93.87
16.08.2021,108.18,-0.0031,11.65,20.0258,1,0.0,0.0,4442.95,0.0,0.0,4349.06,-93.9
17.08.2021,108.15,-0.0003,9.0,-22.7566,0,0.0,0.0,4441.44,0.0,0.0,4347.54,-93.9
18.08.2021,107.79,-0.0033,9.78,8.6436,1,0.0,0.0,4426.8,0.0,0.0,4332.88,-93.92
19.08.2021,108.43,0.006,9.0,-7.9559,0,0.0,0.0,4453.21,0.0,0.0,4359.33,-93.88
20.08.2021,109.41,0.009,9.0,0.0,0,0.0,0.0,4493.31,0.0,0.0,4399.5,-93.81
23.08.2021,110.22,0.0074,9.0,0.0,0,0.0,0.0,4526.56,0.0,0.0,4432.8,-93.75
24.08.2021,109.34,-0.008,10.63,18.0643,1,0.0,0.0,4490.44,0.0,0.0,4396.63,-93.82
25.08.2021,109.2,-0.0013,11.21,5.4967,1,500.0,0.0,4984.58,1935.65,0.0,4890.75,-93.83
26.08.2021,109.53,0.003,11.75,4.7982,1,0.0,0.0,4999.57,0.0,0.0,4910.09,-89.48
27.08.2021,109.78,0.0023,13.06,11.1406,1,0.0,0.0,5011.3,0.0,0.0,4925.21,-86.09
30.08.2021,109.56,-0.0021,13.81,5.7871,1,0.0,0.0,5000.95,0.0,0.0,4911.87,-89.08
31.08.2021,108.97,-0.0054,15.63,13.141,1,0.0,0.0,4974.17,0.0,0.0,4877.33,-96.84
01.09.2021,113.04,0.0373,10.26,-34.365,0,0.0,0.0,5159.81,0.0,0.0,5116.72,-43.09
02.09.2021,111.73,-0.0116,11.7,14.0331,1,0.0,0.0,5100.07,0.0,0.0,5039.69,-60.38
03.09.2021,110.67,-0.0094,10.08,-13.854,0,0.0,0.0,5051.91,0.0,0.0,4977.58,-74.33
06.09.2021,108.83,-0.0166,13.67,35.7141,1,0.0,0.0,4967.97,0.0,0.0,4869.34,-98.63
07.09.2021,109.38,0.005,12.34,-9.7406,0,0.0,0.0,4992.85,0.0,0.0,4901.42,-91.43
08.09.2021,110.18,0.0073,11.98,-2.9025,0,0.0,0.0,5029.43,0.0,0.0,4948.59,-80.84
09.09.2021,110.06,-0.0011,10.64,-11.1916,0,0.0,0.0,5023.95,0.0,0.0,4941.52,-82.43
10.09.2021,109.95,-0.001,9.94,-6.6177,0,0.0,0.0,5019.02,0.0,0.0,4935.17,-83.85
13.09.2021,108.69,-0.0115,12.03,21.025,1,0.0,0.0,4961.44,0.0,0.0,4860.92,-100.53
14.09.2021,108.39,-0.0028,13.25,10.1433,1,0.0,0.0,4947.5,0.0,0.0,4842.94,-104.56
15.09.2021,108.43,0.0004,15.15,14.3534,1,0.0,0.0,4949.29,0.0,0.0,4845.25,-104.04
16.09.2021,109.29,0.008,13.34,-11.945,0,0.0,0.0,4988.65,0.0,0.0,4896.0,-92.65
17.09.2021,109.19,-0.0009,12.97,-2.7923,0,0.0,0.0,4984.39,0.0,0.0,4890.51,-93.88
20.09.2021,109.11,-0.0008,11.94,-7.9021,0,0.0,0.0,4980.49,0.0,0.0,4885.47,-95.01
21.09.2021,110.1,0.0091,11.95,0.0702,0,0.0,0.0,5025.58,0.0,0.0,4943.62,-81.96
22.09.2021,109.35,-0.0067,11.28,-5.5798,0,0.0,0.0,4991.7,0.0,0.0,4899.93,-91.77
23.09.2021,111.8,0.0224,9.0,-20.2443,0,500.0,0.0,5603.39,0.0,0.0,5543.97,-59.42
24.09.2021,111.44,-0.0033,11.74,30.4777,1,0.0,0.0,5585.07,0.0,0.0,5522.45,-62.62
27.09.2021,111.8,0.0033,11.78,0.332,0,0.0,0.0,5603.45,0.0,0.0,5544.03,-59.41
28.09.2021,111.19,-0.0055,14.14,20.0269,1,0.0,0.0,5572.53,0.0,0.0,5507.72,-64.81
29.09.2021,112.5,0.0118,14.61,3.3248,0,0.0,0.0,5638.35,0.0,0.0,5585.03,-53.32
30.09.2021,114.68,0.0194,13.93,-4.669,0,0.0,0.0,5747.6,0.0,0.0,5713.34,-34.26
01.10.2021,117.79,0.0272,12.45,-10.6078,0,0.0,0.0,5903.76,0.0,0.0,5896.75,-7.01
04.10.2021,121.18,0.0288,9.49,-23.8198,0,0.0,0.0,6073.62,0.0,0.0,6096.25,22.63
05.10.2021,119.39,-0.0148,10.67,12.5322,1,0.0,0.0,5983.6,0.0,0.0,5990.52,6.92
06.10.2021,120.78,0.0117,10.84,1.5593,0,0.0,0.0,6053.5,0.0,0.0,6072.61,19.12
07.10.2021,120.39,-0.0032,9.54,-11.9684,0,0.0,0.0,6033.85,0.0,0.0,6049.53,15.69
08.10.2021,116.47,-0.0325,15.69,64.4476,1,0.0,0.0,5837.5,0.0,0.0,5818.93,-18.57
11.10.2021,116.39,-0.0007,15.72,0.1379,0,0.0,0.0,5833.5,0.0,0.0,5814.23,-19.27
12.10.2021,115.93,-0.004,16.9,7.5578,1,0.0,0.0,5810.26,0.0,0.0,5786.94,-23.33
13.10.2021,114.9,-0.0089,19.6,15.9237,1,0.0,0.0,5758.82,0.0,0.0,5726.52,-32.3
14.10.2021,114.69,-0.0018,19.0,-3.0589,0,0.0,0.0,5748.17,0.0,0.0,5714.01,-34.16
15.10.2021,115.36,0.0059,18.21,-4.1529,0,0.0,0.0,5781.94,0.0,0.0,5753.67,-28.27
18.10.2021,114.08,-0.0112,19.44,6.7812,0,0.0,0.0,5717.43,0.0,0.0,5677.9,-39.53
19.10.2021,116.97,0.0254,13.93,-28.3711,0,0.0,0.0,5862.61,0.0,0.0,5848.42,-14.19
20.10.2021,117.72,0.0064,13.36,-4.0902,0,0.0,0.0,5900.28,0.0,0.0,5892.66,-7.62
21.10.2021,119.3,0.0134,13.41,0.3831,0,0.0,0.0,5979.17,0.0,0.0,5985.32,6.15
22.10.2021,119.36,0.0005,12.63,-5.8107,0,500.0,0.0,6482.45,0.0,0.0,6489.17,6.72
25.10.2021,120.05,0.0057,11.96,-5.271,0,0.0,0.0,6519.7,0.0,0.0,6529.55,9.84
26.10.2021,121.69,0.0137,11.59,-3.1236,0,0.0,0.0,6608.8,0.0,0.0,6626.11,17.32
27.10.2021,118.94,-0.0226,14.58,25.7873,1,0.0,0.0,6459.59,0.0,0.0,6464.4,4.8
28.10.2021,120.76,0.0153,9.76,-33.05,0,0.0,0.0,6558.29,0.0,0.0,6571.38,13.08
29.10.2021,119.83,-0.0077,10.52,7.7553,1,0.0,0.0,6507.64,0.0,0.0,6516.47,8.83
01.11.2021,118.24,-0.0133,13.06,24.1512,1,0.0,0.0,6421.3,0.0,0.0,6422.88,1.59
02.11.2021,119.35,0.0094,9.57,-26.7033,0,0.0,0.0,6481.43,0.0,0.0,6488.06,6.63
03.11.2021,121.28,0.0162,10.68,11.5951,1,0.0,0.0,6586.64,0.0,0.0,6602.1,15.46
04.11.2021,122.29,0.0083,9.57,-10.4289,0,0.0,0.0,6641.29,0.0,0.0,6661.34,20.04
05.11.2021,121.12,-0.0096,12.64,32.0845,1,0.0,0.0,6577.57,0.0,0.0,6592.27,14.7
08.11.2021,122.58,0.0121,10.86,-14.0804,0,0.0,0.0,6657.36,0.0,0.0,6678.75,21.39
09.11.2021,124.64,0.0168,9.49,-12.5469,0,0.0,0.0,6769.16,0.0,0.0,6799.94,30.77
10.11.2021,123.09,-0.0125,12.6,32.7664,1,0.0,0.0,6684.79,0.0,0.0,6708.49,23.69
11.11.2021,124.33,0.01,11.21,-11.0384,0,0.0,0.0,6751.94,0.0,0.0,6781.26,29.33
12.11.2021,125.26,0.0075,9.08,-19.0196,0,0.0,0.0,6802.75,0.0,0.0,6836.34,33.59
15.11.2021,126.22,0.0076,9.0,-0.8872,0,0.0,0.0,6854.63,0.0,0.0,6892.57,37.94
16.11.2021,125.47,-0.0059,10.4,15.5996,1,0.0,0.0,6813.98,0.0,0.0,6848.51,34.53
17.11.2021,127.99,0.0201,9.0,-13.4945,0,0.0,0.0,6950.96,0.0,0.0,6996.98,46.03
18.11.2021,126.2,-0.014,12.19,35.423,1,0.0,0.0,6853.83,0.0,0.0,6891.71,37.88
19.11.2021,126.47,0.0021,12.42,1.9337,1,0.0,0.0,6868.16,0.0,0.0,6907.24,39.08
22.11.2021,126.46,-0.0,11.69,-5.8874,0,500.0,0.0,7367.85,0.0,0.0,7406.9,39.05
23.11.2021,125.75,-0.0057,12.93,10.626,1,0.0,0.0,7326.19,0.0,0.0,7364.81,38.62
24.11.2021,128.1,0.0187,14.35,10.9314,1,0.0,0.0,7463.45,0.0,0.0,7503.5,40.04
25.11.2021,128.82,0.0056,13.96,-2.7383,0,0.0,0.0,7505.13,0.0,0.0,7545.61,40.47
26.11.2021,128.51,-0.0024,13.7,-1.8141,0,0.0,0.0,7487.41,0.0,0.0,7527.69,40.29
29.11.2021,132.39,0.0302,10.89,-20.5493,0,0.0,0.0,7713.42,0.0,0.0,7756.05,42.63
